item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S08ESS3.4H4,NA,8,S08ESS3.4,"H - Here is a graph. (Point to graph in prompt.)  Which city uses the most water: A, B, or C?",Which city uses the most water?,A,B,C,c,BarGraph_CityWater.ai,NA,NA,NA,Graph_Number Lines_Tables,prompt + graphic,word only,word only,word only,Science_G8_S08ESS3.4H4_intro.mp3,Science_G8_S08ESS3.4H4_stem.mp3,Science_G8_S08ESS3.4H4_a.mp3,Science_G8_S08ESS3.4H4_b.mp3,Science_G8_S08ESS3.4H4_c.mp3,FT,OI,OI,OI,NA,0.17,0.17,0.17,0.17
S08ESS3.4H5,NA,8,S08ESS3.4,"H - Here is a graph. (Point to graph in prompt.) Which country uses the most food: A, B, or C?",Which country uses the most food?,A,B,C,b,BarGraph_FoodCountries.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4HSAMPLE,NA,8,S08ESS3.4,"H - Here is a graph showing the amount of electricity used by three countries. (Point to graph in prompt.)  Which country uses the most electricity: India, China, or USA?",Here is a graph showing the amount of electricity used by three countries.  Which country uses the most electricity?,India,China,USA,b,BarGraph_ElectricityUseCountry.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4L1,ESS - OI,8,S08ESS3.4,"L - Here are three pictures. (Point to answer choices.) A natural resource is something useful found in nature. Which is a natural resource: tree, car, or pen?",A natural resource is something useful found in nature. Which is a natural resource?,tree,car,pen,a,NA,Tree3.ai,Car2.ai,Pen.ai,Plants_Outdoors/Transportation/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.77,NA,NA,NA
S08ESS3.4L11,NA,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) A natural resource is something useful that comes from nature. Which is a natural resource: skateboard, ball, or wood?",A natural resource is something useful that comes from nature. Which is a natural resource?,skateboard,ball,wood,c,NA,Skateboard.ai,Basketball1.ai,Log1.ai,Sports/Plants_Outdoor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4L16,NA,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) A natural resource is something useful that comes from nature. Which is a natural resource: basketball, oil, or phone?",A natural resource is something useful that comes from nature. Which is a natural resource?,basketball,oil,phone,b,NA,Basketball1.ai,Oil.ai,Phone2.ai,Sports/Misc./Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4L17,NA,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) A natural resource is something useful that comes from nature. Which is a natural resource: radio, book, or water?",A natural resource is something useful that comes from nature. Which is a natural resource?,radio,book,water,c,NA,Radio2.ai,Book1.ai,Lake1.ai,Household Objects/Classroom/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4L6,NA,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) Which of these is found in nature: banana, cell phone, or computer?",Which of these is found in nature?,banana,cell phone,computer,a,NA,Banana1.ai,Phone2.ai,Computer1.ai,Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4L7,NA,8,S08ESS3.4,"L - Here are three objects. (Point to answer choices.) Which of these is found in nature: car, grapes, or bottle?",Which of these is found in nature?,car,grapes,bottle,b,NA,Car43.ai,Grapes2.ai,Bottle.ai,Transportation/Food/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4M12,NA,8,S08ESS3.4,"M - Here are three natural resources. (Point to answer choices.) Which natural resource is burned for energy: coal, water, or wind?",Which natural resource is burned for energy?,coal,water,wind,a,NA,Coal.ai,RIver17.ai,Wind16.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4M13,ESS - OI,8,S08ESS3.4,"M - Here is a windmill. (Point to prompt.) Which natural resource does a windmill use to make energy: sunlight, wind, or wood?",Which natural resource does a windmill use to make energy?,sunlight,wind,wood,b,Windmill.ai,Sun1.ai,Wind16.ai,Log1.ai,Misc./Weather/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,-0.23,-0.23,NA,NA
S08ESS3.4M18,NA,8,S08ESS3.4,"M - Here are three natural resources. (Point to answer choices.) A natural resource is something useful that comes from nature. Which resource can you burn for heat: wood, aluminum, or water?",A natural resource is something useful that comes from nature. Which resource can you burn for heat?,wood,aluminum,water,a,NA,Log1.ai,Metal4.ai,Lake1.ai,Plants_Outdoors/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4M19,NA,8,S08ESS3.4,"M - Here are three natural resources. (Point to answer choices.) Which resource can you melt to build cars: wood, aluminum, or water?",Which resource can you melt to build cars?,wood,aluminum,water,b,NA,Log1.ai,Metal4.ai,Lake1.ai,Plants_Outdoors/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4M2,NA,8,S08ESS3.4,"M - Here are three pictures. (Point to answer choices.) A natural resource is something useful found in nature. Which natural resource can be used for food: rocks, plants, or lightning?",A natural resource is something useful found in nature. Which natural resource can be used for food?,rocks,plants,lightning,b,NA,Rock1.ai,Corn_Plant.ai,Lightning1.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4M3,NA,8,S08ESS3.4,"M - Here is a fire. (Point to fire in prompt.) Which natural resource can you burn for heat: wood, rock, or bicycle?",Which natural resource can you burn for heat?,wood,rock,bicycle,a,Fire2.ai,Log1.ai,Rock1.ai,Bicycle2.ai,Plants_Outdoors/Transportation,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ESS3.4M3_intro.mp3,Science_G8_S08ESS3.4M3_stem.mp3,Science_G8_S08ESS3.4M3_a.mp3,Science_G8_S08ESS3.4M3_b.mp3,Science_G8_S08ESS3.4M3_c.mp3,FT,NA,OI,OI,NA,NA,NA,-0.86,-0.86
S08ESS3.4M8,NA,8,S08ESS3.4,"M - Here are three objects. (Point to student materials.) A natural resource is something useful found in nature. Which is a natural resource we can eat: gold, wind, or pear?",A natural resource is something useful found in nature. Which is a natural resource we can eat?,gold,wind,pear,c,NA,Gold_Bricks.ai,Wind5.ai,Pear1.ai,Misc./Weather/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ESS3.4M9,NA,8,S08ESS3.4,"M - Here are three objects. (Point to student materials.) A natural resource is something useful found in nature. Which is a natural resource we can use to build a house: wood, wind, or water?",A natural resource is something useful found in nature. Which is a natural resource we can use to build a house?,wood,wind,water,a,NA,Log1.ai,Wind5.ai,Beach7.ai,Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1H10,ETS - FT,8,S08ETS1.1,"H - Beth is building a fort and want the strongest material. (Point to answer choices.) Which type of material is the strongest: A, B, or C?",Beth is building a fort and want the strongest material. Which type of material is the strongest?,straw,sticks,bricks,c,BarGraph_FortMaterials.ai,Hay_Bail1.ai,Sticks3.ai,Brick2.ai,Graph_Number Lines_Tables/Plants_Outdoors/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.26,NA,NA
S08ETS1.1H15,ETS - OI,8,S08ETS1.1,"H - Here is a bridge over a river. (Point to the prompt.) Which material would be the strongest for building a bridge: paper, metal, or hay?",Which material would be the strongest for building a bridge?,paper,metal,hay,b,River_Bridge.ai,Paper1.ai,Metal.ai,Hay_Bail1.ai,Plants_Outdoors/Classroom/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.38,NA,NA,NA
S08ETS1.1H19,ETS - OI,8,S08ETS1.1,"H - Here is a car. (Point to the prompt.) Which material is the strongest for building cars: paper, wood, or metal?",Which material is the strongest for building cars?,paper,wood,metal,c,Car20.ai,Paper1.ai,Wood2.ai,Metal.ai,Transportation/Classroom/Misc.,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ETS1.1H19_intro.mp3,Science_G8_S08ETS1.1H19_stem.mp3,Science_G8_S08ETS1.1H19_a.mp3,Science_G8_S08ETS1.1H19_b.mp3,Science_G8_S08ETS1.1H19_c.mp3,FT,OI,OI,OI,NA,0.04,0.04,0.04,0.04
S08ETS1.1H20,NA,8,S08ETS1.1,"H - Here is a picture graph showing the strength of three materials. (Point to graph.) Which type of material is likely to break first: metal rod, wooden pencil, or cinder block?",Which type of material is likely to break first?,metal rod,wooden pencil,cinder block,b,PicGraph_MaterialStrength.ai,Metal2.ai,Pencil1.ai,Cinder_Block.ai,Graph_Number Lines_Tables/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.43,NA
S08ETS1.1H5,NA,8,S08ETS1.1,"H - Here is a graph showing how strong three objects are. (Point to answer choices.) Which object is likely to break first: rod, brick, or plate?",Which object is likely to break first?,rod,brick,plate,c,BarGraph_MaterialStrength.ai,Metal2.ai,Box.ai,Plate1.ai,Graph_Number Lines_Tables/Misc./Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1H9,NA,8,S08ETS1.1,"H - Sammy needs a strong leash for his dog and is looking at how strong different leashes are in this graph. (Point to prompt.) Which type of leash is the strongest: A, B, or C?",Sammy needs a strong leash for his dog and is looking at how strong different leashes are in this graph. Which type of leash is the strongest?,cotton,nylon,hemp,b,BarGraph_DogLeashes.ai,Leash.ai,Leash2.ai,Leash3.ai,Graph_Number Lines_Tables/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1L1,NA,8,S08ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem: A, B, or C?",Which shows a problem?,A,B,C,b,NA,Mountain19.ai,Bicycle7.ai,Butterfly1.ai,Plants_Outdoors/Transportation/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1L11,NA,8,S08ETS1.1,"L - Here are three objects. (Point to answer choices.) Sometimes things break and that is a problem.  Which shows a problem to solve: A, B, or C?",Which shows a problem to solve?,A,B,C,b,NA,Pizza14.ai,Teddy_Bear2.ai,Book1.ai,Food/Household Objects/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1L12,NA,8,S08ETS1.1,"L - Here are three objects. (Point to answer choices.) Sometimes things do not work the right way and that is a problem. Which shows a problem to solve: t-shirt, notebook, or flat ball?",Which shows a problem to solve?,t-shirt,notebook,flat ball,c,NA,Shirt2.ai,Book1.ai,Basketball8.ai,Clothing/Classroom/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1L16,NA,8,S08ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows a problem: A, B, or C?",Which shows a problem?,A,B,C,c,NA,Boy_Reading.ai,Boy_Basketball1.ai,Boy_Wagon2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1L2,NA,8,S08ETS1.1,"L - This is an airplane. (Point to airplane.) Which is a problem for an airplane: mountain, runway, or missing wing?",Which shows a problem for an airplane?,mountain,runway,missing wing,c,Plane1.ai,Mountain19.ai,Street.ai,Plane9.ai,Transportation/Plants_Outdoors/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1L6,NA,8,S08ETS1.1,"L - Sometimes things get broken and that is a problem. Here are three objects. (Point to student materials.) Which is broken: A, B, or C?",Which is broken?,A,B,C,a,NA,Glass_Broken.ai,Water15.ai,Water28.ai,Misc./Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1LSAMPLE,NA,8,S08ETS1.1,"L - Here are three pictures. (Point to answer choices.) Which shows an environmental design problem: A, B, or C?",Which shows an environmental design problem?,A,B,C,a,NA,Factory5.ai,Soccer5.ai,Flower81.ai,Plants_Outdoors/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1M13,NA,8,S08ETS1.1,"M - Here is a bicycle. (Point to the prompt.) Which shows a design problem a bike might have: pedal, helmet, or flat tire?",Which shows a design problem?,pedal,helmet,flat tire,c,Bicycle2.ai,Bicycle12.ai,Bicycle13.ai,Bicycle14.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1M14,NA,8,S08ETS1.1,"M - Here is an airplane. (Point to prompt.) Which shows an airplane with a design problem: A, B, or C?",Which shows an airplane with a design problem?,A,B,C,a,Plane1.ai,Plane9.ai,Plane12.ai,Plane13.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.99,NA,NA,NA
S08ETS1.1M17,ETS - OI,8,S08ETS1.1,"M - Here is an airplane. (Point to answer choices.) Which shows an airplane with a design problem to solve: A, B, or C?",Which shows an airplane with a design problem to solve?,A,B,C,a,Plane1.ai,Plane14.ai,Plane13.ai,Plane15.ai,Transportation,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ETS1.1M17_intro.mp3,Science_G8_S08ETS1.1M17_stem.mp3,Science_G8_S08ETS1.1M17_a.mp3,Science_G8_S08ETS1.1M17_b.mp3,Science_G8_S08ETS1.1M17_c.mp3,FT,OI,OI,OI,NA,2.05,2.05,2.05,2.05
S08ETS1.1M18,NA,8,S08ETS1.1,"M - Here is a car. (Point to answer choices.) Which car part has a design problem to solve: A, B, or C?",Which car part has a design problem to solve?,A,B,C,b,Car20.ai,Car24.ai,Tire2.ai,Antenna.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1M3,NA,8,S08ETS1.1,"M - Here are three cars. (Point to answer choices.) Which car has a design problem: A, B, or C?",Which car has a design problem?,A,B,C,b,NA,Car21.ai,Car22.ai,Car23.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1M4,NA,8,S08ETS1.1,"M - Here are three planes. (Point to answer choices.) Which plane has a design problem: A, B, or C?",Which plane has a design problem?,A,B,C,a,NA,Plane10.ai,Plane1.ai,Plane11.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1M7,NA,8,S08ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which picture shows someone with a problem: A, B, or C?",Which picture shows someone with a problem?,A,B,C,b,NA,Boy_School_Bus2.ai,Boy_Wheelchair7.ai,Boy_Wheelchair8.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.1M8,ETS - FT,8,S08ETS1.1,"M - Here are three pictures. (Point to answer choices.) Which picture shows someone with a problem: A, B, or C?",Which picture shows someone with a problem?,A,B,C,c,NA,Boy_Walking4.ai,Boy_Bicycle7.ai,Boy_Wheelchair7.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2H10,ETS - FT,8,S08ETS1.2,"H - Jay's paper grocery bag has broken. (Point to student materials.)  What is the best way to prevent this problem next time: use a reusable cloth bag, buy more groceries, or carry groceries in hands?",Jay's paper grocery bag has broken. What is the best way to prevent this problem next time?,use a reusable cloth bag,buy more groceries,carry groceries in hands,a,Boy_Grocery_Bag.ai,Boy_Bag.ai,Boy_Bag2.ai,Boy22.ai,People,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ETS1.2H10_intro.mp3,Science_G8_S08ETS1.2H10_stem.mp3,Science_G8_S08ETS1.2H10_a.mp3,Science_G8_S08ETS1.2H10_b.mp3,Science_G8_S08ETS1.2H10_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.3388
S08ETS1.2H14,NA,8,S08ETS1.2,"H - Here is a graph showing the strength of three metals. (Point to the prompt.) Which is the strongest metal: gold, steel, or tungsten?",Which is the strongest metal?,gold,steel,tungsten,c,BarGraph_MetalStrength1.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S08ETS1.2H15,ETS - OI,8,S08ETS1.2,"H - Julie's computer will not turn on. (Point to student materials.) Which shows a good first step to solve this problem: throw the computer away, break the computer, or check the power cord?",Julie's computer will not turn on. Which shows a good first step to solve this problem?,throw the computer away,break the computer,check the power cord,c,Girl_Computer.ai,TV_Trash.ai,Hammer_Laptop.ai,Hand_Wall_Plug.ai,People,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ETS1.2H15_intro.mp3,Science_G8_S08ETS1.2H15_stem.mp3,Science_G8_S08ETS1.2H15_a.mp3,Science_G8_S08ETS1.2H15_b.mp3,Science_G8_S08ETS1.2H15_c.mp3,FT,OI,OI,OI,NA,-0.71,-0.71,-0.71,-0.71
S08ETS1.2H20,NA,8,S08ETS1.2,"H - Here is a bar graph comparing three types of pipe.  (Point to the chart.) Which is the strongest material to replace a pipe with: steel, copper, or pvc?",Here is a bar graph comparing three types of pipe. Which is the strongest material to replace a pipe with?,copper,steel,pvc,b,BarGraph_PipeStrength.ai,Metal5.ai,Metal6.ai,Metal6.ai,Graph_Number Lines_Tables/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2H4,ETS - OI,8,S08ETS1.2,"H - Talia needs a strong bucket and is looking at a graph for help. (Point to girl and graph.) Which metal is the strongest for making a bucket: copper, aluminum, or steel?",Talia needs a strong bucket and is looking at a graph for help. Which metal is the strongest for making a bucket?,copper,aluminum,steel,c,BarGraph_MetalStrength2.ai,NA,NA,NA,Graph_Number Lines_Tables,prompt + graphic,word only,word only,word only,Science_G8_S08ETS1.2H4_intro.mp3,Science_G8_S08ETS1.2H4_stem.mp3,Science_G8_S08ETS1.2H4_a.mp3,Science_G8_S08ETS1.2H4_b.mp3,Science_G8_S08ETS1.2H4_c.mp3,FT,OI,OI,OI,NA,0.22,0.22,0.22,0.22
S08ETS1.2H5,NA,8,S08ETS1.2,"H - Julio needs a new roof for his house and is looking at a graph for help. (Point to Julio and graph.) Which roof will last longest: asphalt, metal, or rubber?",Julio needs a new roof for his house and is looking at a graph for help. Which roof will last the longest?,asphalt,metal,rubber,b,BarGraph_RoofLifetime.ai,NA,NA,NA,Graph_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2L1,NA,8,S08ETS1.2,"L - These plants are dying and need help. (Point to wilting plant.) Which could help save the plants A, B, or C?",These plants are dying and need help. Which could help save the plants?,brick,ball,sprinkler,c,Tomato_Plant7.ai,Brick4.ai,Soccer5.ai,Sprinkler2.ai,Plants_Outdoors/Misc./Sports/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2L11,NA,8,S08ETS1.2,"L - Here is a box. (Point to the prompt.) Which can seal the box: teddy bear, tape, or hat?",Which can seal the box?,bear,tape,hat,b,Box2.ai,Teddy_Bear3.ai,Tape.ai,Hat2.ai,Misc./Classroom/Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2L16,NA,8,S08ETS1.2,"L - Here is a wilting plant. (Point to prompt.) Which could the girl use to solve this problem: A, B, or C?",Here is a wilting plant. Which could the girl use to solve this problem?,A,B,C,c,Tomato_Plant1.ai,Girl_Basketball.ai,Girl_Soccer2.ai,Girl_Watering_Plant.ai,Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2L17,NA,8,S08ETS1.2,"L - Dave has a broken pencil.  Point to prompt.) How could Dave solve his problem: sharpen pencil, eat sandwich, or read a book?",Dave has a broken pencil.  How could Dave solve his problem?,sharpen pencil,eat sandwich,read book,a,Boy_Pencil3.ai,Boy_Pencil5.ai,Boy_Eating5.ai,Boy_Reading2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2L6,NA,8,S08ETS1.2,"L - Here is a pitcher of juice. (Point to materials.) Which could you use to drink the juice: cup, baseball, or fork?",Which could you use to drink the juice?,cup,baseball,fork,a,Juice.ai,Cup1.ai,Baseball1.ai,Fork1.ai,Food/Household Objects/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2L7,NA,8,S08ETS1.2,"L - Here is a plate of spaghetti. (Point to materials.) Which object could help you eat the spaghetti: hammer, crayon, or fork?",Which object could help you eat the spaghetti?,hammer,crayon,fork,c,Spaghetti2.ai,Hammer3.ai,Crayon6.ai,Fork5.ai,Food/Tools/Classroom/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2M12,NA,8,S08ETS1.2,"M - Here is a book with a torn page. (Point to the prompt.) Which can help fix the book: tape, pencil, or scissors?",Here is a book with a torn page. Which can help fix the book?,tape,pencil,scissors,a,Book12.ai,Tape.ai,Pencil10.ai,Scissors.ai,Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2M13,NA,8,S08ETS1.2,"M - Here is a car with a flat tire. (Point to the prompt.) Which can you use to keep driving: hammer, spare tire, or axe?",Here is a car with a flat tire. Which can you use to keep driving?,hammer,spare tire,axe,b,Car18.ai,Hammer1.ai,Tire3.ai,Axe2.ai,Transportation/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2M18,NA,8,S08ETS1.2,"M - Jess's bike has a flat tire. (Point to prompt.)  Which action solves her problem: wash bike, raise seat, or change tire?",Jess's bike has a flat tire. Which could solve this problem?,wash bike,raise seat,change tire,c,Girl_Bicycle5.ai,GIrl_Trash_Bicycle.ai,Girl_Bicycle3.ai,Girl_Bicycle4.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2M19,NA,8,S08ETS1.2,"M - Lori needs to write a paper. (Point to materials.) Which would help her type her paper: a hammer, a calculator, or a computer?",Lori needs to write a paper. Which would help her type her paper?,hammer,calculator,computer,c,Girl_Reading2.ai,Hammer1.ai,Calculator1.ai,Computer2.ai,People/Tools/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2M2,NA,8,S08ETS1.2,"M - This car has a flat tire. (Point to car.) Which person is solving the problem: wash the car, put air in the tire, or drive the car?",This car has a flat tire. Which person is solving the problem?,wash the car,put air in the tire,drive the car,b,Car18.ai,Car25.ai,Car26.ai,Car27.ai,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2M3,ETS - OI,8,S08ETS1.2,"M - A nail is sticking out of the floor and this is a problem. (Point to nail.) Which tool can you use to solve this problem: hammer, mop, or vacuum?",A nail is sticking out of the floor and this is a problem. Which tool can you use to solve this problem?,hammer,mop,vacuum,a,Nail_Wood4.ai,Hammer1.ai,Mop.ai,Vaccum.ai,Tools/Household Objects,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08ETS1.2M3_intro.mp3,Science_G8_S08ETS1.2M3_stem.mp3,Science_G8_S08ETS1.2M3_a.mp3,Science_G8_S08ETS1.2M3_b.mp3,Science_G8_S08ETS1.2M3_c.mp3,FT,OI,OI,OI,NA,-0.95,-0.95,-0.95,-0.95
S08ETS1.2M8,ETS - OI,8,S08ETS1.2,"M - Nick needs to do his math homework. (Point to materials.) Which object would help Nick add numbers: a book, a calculator, or a bicycle?",Nick needs to do his math homework. Which object would help Nick add numbers?,book,calculator,bicycle,b,Boy_Pencil4.ai,Book1.ai,Calculator4.ai,Bicycle2.ai,People/Classroom/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.03,NA,NA,NA
S08ETS1.2M9,NA,8,S08ETS1.2,"M - Dave is late for the bus sometimes. (Point to materials.) Which could help Dave be on time for his bus: calculator, candle, or bus schedule?",Dave is late for the bus sometimes. Which could help Dave be on time for his bus?,calculator,candle,schedule,c,Boy_Bus_Stop.ai,Calculator2.ai,Candle1.ai,Book13.ai,People/Misc./Household Objects/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S08ETS1.2MSAMPLE,NA,8,S08ETS1.2,"M - Shawn is going swimming. (Point to boy in prompt.) Which object could Shawn use to float in the pool: hat, raft, or chair?",Shawn is going swimming. Which object could Shawn use to float in the pool?,hat,raft,chair,b,Boy_Blanket.ai,Hat1.ai,Raft.ai,Chair3.ai,People/Clothing/Transportation/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S08LFS1.3H10,LFS - OI,8,S08LFS1.3,"H - Here is the inside of a body. (Point to prompt.) Which body part is used for breathing: stomach, lungs, or heart?",Which body part is used for breathing?,stomach,lungs,heart,b,Boy_Anatomy1.ai,Stomach1.ai,Lungs1.ai,Heart.ai,People,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G8_S08LFS1.3H10_intro.mp3,Science_G8_S08LFS1.3H10_stem.mp3,Science_G8_S08LFS1.3H10_a.mp3,Science_G8_S08LFS1.3H10_b.mp3,Science_G8_S08LFS1.3H10_c.mp3,FT,OI,OI,OI,NA,0.93,0.93,0.93,0.93
