item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S11LFS2.6LSAMPLE,NA,11,S11LFS2.6,"L - Here is a woodpecker. (Point to woodpecker in prompt.) Where do woodpeckers live: forest, ocean, or car?",Where do woodpeckers live?,forest,ocean,car,a,Wood_Pecker.ai,Forest6.ai,Beach12.ai,Car20.ai,Animals/Plants_Outdoors/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS2.6M12,NA,11,S11LFS2.6,"M - Here are three pictures of animals. (Point to answers.) Sometimes animals help each other. Which shows two animals helping each other: wolf and deer, hummingbird and flower, or eagle and bee?",Sometimes animals help each other. Which shows two animals helping each other?,wolf and deer,hummingbird and flower,eagle and bee,b,NA,Dog_Chasing_Deer.ai,Hummingbird4.ai,Bird_Bee.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS2.6M13,NA,11,S11LFS2.6,"M - Here are three animals. (Point to answer choices.) A predator eats other animals to grow and survive.  Which is an example of a predator: cow, squirrel, or snake?",A predator eats other animals to grow and survive.  Which is an example of a predator?,cow,squirrel,snake,c,NA,Cow1.ai,Squirrel1.ai,Snake3.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS2.6M18,NA,11,S11LFS2.6,"M - Here is a rabbit. (Point to the rabbit.) Which animal would most likely hunt and eat the rabbit: squirrel, wolf, or butterfly?",Which animal would most likely hunt and eat the rabbit?,squirrel,wolf,butterfly,b,Rabbit_Trees.ai,Squirrel1.ai,Wolf.ai,Butterfly5.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.24,NA,NA,NA
S11LFS2.6M19,NA,11,S11LFS2.6,"M - Here is a fish. (Point to the fish as you read.) Which animal would most likely prey on and eat the fish: mouse, bee, or shark?",Which animal would most likely prey on and eat the fish?,mouse,bee,shark,c,Fish_Under_Water10.ai,Mouse7.ai,Bee1.ai,Shark3.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.49,NA,NA,NA
S11LFS2.6M2,NA,11,S11LFS2.6,"M - Here is a duck. (Point to duck in prompt.) Which could the duck eat as prey: rocks, sticks, or insects?",Which could the duck eat as prey?,rocks,sticks,insects,c,Duck_Pond4.ai,Rock1.ai,Log1.ai,Ant_Bee_Spider_Worm.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS2.6M3,NA,11,S11LFS2.6,"M - Here is a squirrel. (Point to squirrel in prompt.) Which animal could compete with the squirrel for nuts: chipmunk, snake, or fish?",Which animal could compete with the squirrel for nuts?,chipmunk,snake,fish,a,Squirrel1.ai,Squirrel2.ai,Snake3.ai,Fish19.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS2.6M8,NA,11,S11LFS2.6,"M - Here are three pairs of living organisms. (Point to prompt.) Which pair helps each other: lion and zebra, flower and bee, or cactus and fish?",Which pair helps each other?,lion and zebra,flower and bee,cactus and fish,b,NA,Lion_Zeebra.ai,Flower74.ai,Cactus_Fish.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS2.6M9,NA,11,S11LFS2.6,"M - Here are three animals. (Point to answer choices.) A predator eats other animals to grow and survive. Which animal is a predator: deer, rabbit, or tiger?",A predator eats other animals to grow and survive. Which animal is a predator?,deer,rabbit,tiger,c,NA,Deer1.ai,Rabbit1.ai,Tiger1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2H10,NA,11,S11LFS3.2,"H - Here are two flowers. (Point to people.) Which is the offspring of these flowers: A, B, or C?",Which is the offspring of these flowers?,A,B,C,c,Flower76.ai,Rose3.ai,Flower2.ai,Flower75.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2H15,NA,11,S11LFS3.2,"H - Here is a baby fox that inherited large eyes from his parents. (Point to baby fox in prompt.) Will this trait help the fox have better: hearing, speed, or sight?","Here is a baby fox that inherited large eyes from his parents. Will this trait help the fox have better: hearing, speed or sight?",hearing,speed,sight,c,Fox4.ai,NA,NA,NA,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2H19,NA,11,S11LFS3.2,"H - Here is a baby fawn. (Point to the baby in the picture prompt.) Which are the parents of the fawn: A, B, or C?",Which are the parents of the fawn?,A,B,C,b,Deer2.ai,Moose3.ai,Deer5.ai,Dog11.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2H20,NA,11,S11LFS3.2,"H - Here are three animals. (Point to picture.) Which animal lived in polluted water and developed a strange trait: A, B, or C?",Which animal lived in polluted water and developed a strange trait?,A,B,C,c,NA,Cat13.ai,Dog12.ai,Frog1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2H5,LFS - OI,11,S11LFS3.2,"H  - These two moths have three offspring in the forest. (Point to moths in prompt.) Which offspring would survive the best on trees with dark-colored bark: A, B, or C?",Which offspring would survive the best on trees with dark-colored bark?,A,B,C,b,Butterfly6.ai,Butterfly_On_Tree.ai,Butterfly_On_Tree2.ai,Butterfly_On_Tree3.ai,Animals,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G11_S11LFS3.2H5_intro.mp3,Science_G11_S11LFS3.2H5_stem.mp3,Science_G11_S11LFS3.2H5_a.mp3,Science_G11_S11LFS3.2H5_b.mp3,Science_G11_S11LFS3.2H5_c.mp3,FT,OI,OI,OI,NA,1.56,1.56,1.56,1.56
S11LFS3.2H9,LFS - OI,11,S11LFS3.2,"H - Here are two adults. (Point to people.) Which is the adults' likely offspring: A, B, or C?",Which is the adults' likely offspring?,A,B,C,b,Woman_Man3.ai,Girl_Smiling14.ai,Girl_Smiling13.ai,Girl_Smiling7.ai,People,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G11_S11LFS3.2H9_intro.mp3,Science_G11_S11LFS3.2H9_stem.mp3,Science_G11_S11LFS3.2H9_a.mp3,Science_G11_S11LFS3.2H9_b.mp3,Science_G11_S11LFS3.2H9_c.mp3,FT,OI,OI,OI,NA,0.11,0.11,0.11,0.11
S11LFS3.2L1,NA,11,S11LFS3.2,"L - This is a kitten. (Point to kitten in prompt.) Which are the parents of this kitten: A, B, or C?",Which are the parents of this kitten?,A,B,C,c,Cat10.ai,Mouse10.ai,Dog7.ai,Cat14.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2L11,NA,11,S11LFS3.2,"L - Here is a baby snake. (Point to snake in prompt.) Which are the parents of this snake: A, B, or C?",Which are the parents of this snake?,A,B,C,c,Snake3.ai,Turtle3.ai,Cow10.ai,Snake4.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2L12,NA,11,S11LFS3.2,"L - Here is a tiger cub. (Point to the prompt.) Which are the parents of this tiger cub: A, B, or C?",Which are the parents of this tiger cub?,A,B,C,b,Tiger7.ai,Elephant5.ai,Tiger6.ai,Fish14.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.18,NA,NA,NA
S11LFS3.2L16,NA,11,S11LFS3.2,"L - Here is a kitten. (Point to prompt.)  Which is the mother of the kitten: dog, elephant, or cat?",Which is the mother of the kitten?,dog,elephant,cat,c,Cat10.ai,Dog1.ai,Elephant1.ai,Cat15.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2L2,NA,11,S11LFS3.2,"L - This is a baby mouse. (Point to mouse in prompt.) Which are the parents of this mouse: A, B, or C?",Which are the parents of this mouse?,A,B,C,b,Mouse11.ai,Cat4.ai,Mouse10.ai,Dog13.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.3,NA,NA,NA
S11LFS3.2L6,NA,11,S11LFS3.2,"L - Here are two bears. (Point to bears in prompt.) Which is the bears' offspring: foal, cub, or kitten?",Which is the bears' offspring?,foal,cub,kitten,b,Bear7.ai,Horse4.ai,Bear5.ai,Cat10.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2M13,NA,11,S11LFS3.2,"M - Here is a tiger cub. (Point to the prompt.) Which are the parents of this tiger cub: A, B, or C?",Which are the parents of this tiger cub?,A,B,C,b,Tiger7.ai,Lion_Moutain_Lion.ai,Tiger6.ai,Dog13.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2M14,NA,11,S11LFS3.2,"M - Here is a baby calf. (Point to the prompt.) Which are the parents of this calf: A, B, or C?",Which are the parents of this calf?,A,B,C,a,Cow11.ai,Horse15.ai,Deer5.ai,Cow10.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2M17,NA,11,S11LFS3.2,"M - Here is a puppy. (Point to the puppy.) Which is the mother of this puppy: dog, wolf, or elephant?",Which is the mother of this puppy?,dog,wolf,elephant,a,Dog16.ai,Dog5.ai,Wolf.ai,Elephant1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2M18,NA,11,S11LFS3.2,"M - Here is a bear cub. (Point to the cub.) Which are the parents of the cub: A, B, or C?",Which are the parents of the cub?,A,B,C,c,Bear5.ai,Polar_Bear4.ai,Horse14.ai,Bear7.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2M3,NA,11,S11LFS3.2,"M - Here is a puppy. (Point to puppy.) Which are the parents of this puppy: A, B, or C?",Which are the parents of this puppy?,A,B,C,c,Dog15.ai,Cat14.ai,Dog13.ai,Dog14.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2M4,NA,11,S11LFS3.2,"M - This is a kitten. (Point to kitten.) Which are the parents of this kitten: A, B, or C?",Which are the parents of this kitten?,A,B,C,a,Cat25.ai,Cat14.ai,Mouse14.ai,Cat16.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2M7,NA,11,S11LFS3.2,"M - Here is a foal. (Point to foal.) Which are the foal's likely parents: A, B, or C?",Which are the foal's likely parents?,A,B,C,a,Horse4.ai,Horse13.ai,Horse14.ai,Deer5.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2M8,NA,11,S11LFS3.2,"M - Here is a baby panda. (Point to panda cub.) Which are the panda's parents: A, B, or C?",Which are the panda's parents?,A,B,C,c,Panda2.ai,Bear7.ai,Raccoon2.ai,Panda1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS3.2MSAMPLE,NA,11,S11LFS3.2,"M - Here is a young puppy. (Point to spotted puppy in prompt.) Which are the parents of this puppy: A, B or C?",Which are the parents of this puppy?,A,B,C,b,Dog17.ai,Cat6.ai,Dog7.ai,Dog8.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3H10,NA,11,S11LFS4.3,"H - Here are three birds. (Point to answer choices.) Which bird has wings  designed to help it fly high above its prey: ostrich, hawk, or chicken?",Which bird has wings  designed to help it fly high above its prey?,ostrich,eagle,chicken,b,NA,Ostrich2.ai,Bird25.ai,Rooster.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3H14,LFS - OI,11,S11LFS4.3,"H- Here is a tree. (Point to tree in prompt.) Which animal has adapted to reach the leaves of tall trees: zebra, giraffe, or coyote?",Which animal has adapted to reach the leaves of tall trees?,zebra,giraffe,coyote,b,Tree22.ai,Zebra_Tree1.ai,Giraffe_Tree.ai,Dog_Tree.ai,Animals,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G11_S11LFS4.3H14_intro.mp3,Science_G11_S11LFS4.3H14_stem.mp3,Science_G11_S11LFS4.3H14_a.mp3,Science_G11_S11LFS4.3H14_b.mp3,Science_G11_S11LFS4.3H14_c.mp3,FT,OI,OI,OI,NA,-0.48,-0.48,-0.48,-0.48
S11LFS4.3H15,LFS - OI,11,S11LFS4.3,"H - Flyinginsects are food for many animals. (Point to insects in prompt.) Which has adapted to trap and eat flying insects: spider, anteater, or snail?",Which has adapted to trap flying insects?,spider,anteater,snail,a,Bee_Dragonfly.ai,Spider1.ai,Aardvark.ai,Snail1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.99,0.99,NA,NA
S11LFS4.3H20,NA,11,S11LFS4.3,"H - Here is a lion, tiger and wolf. (Point to the predators in prompt.) Which trait do these predators share to help them eat prey: sharp teeth, thick fur, or long tails?",Which trait do these predators share to help them eat prey?,sharp teeth,thick fur,long tail,a,Lion_Dog_tiger.ai,Teeth.ai,Fur3.ai,Skunk_Tail.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3H4,NA,11,S11LFS4.3,"H - Here are three giraffes.  (Point to prompt.) Which trait helps giraffes reach their food: long neck, small neck, or many spots?",What trait helps giraffes reach their food?,long neck,small neck,many spots,a,Giraffe_Tree2.ai,Giraffe3.ai,Giraffe4.ai,Giraffe_Neck2.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3H5,NA,11,S11LFS4.3,"H - Fish live in the ocean. (Point to prompt.) Which type of bird is designed to scoop up fish from the ocean: robin, pelican, or seagull?",Which type of bird is designed to scoop up fish from the ocean?,robin,pelican,seagull,b,Beach11.ai,Bird15.ai,Bird16.ai,Bird18.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3HSAMPLE,NA,11,S11LFS4.3,"H - Grubs and worms live underground. (Point to prompt.)  Which animal can dig up grubs and worms for food the best: butterfly, deer, or skunk?",Which animal can dig up grubs and worms for food the best?,butterfly,deer,skunk,c,Caterpillar_Worm_Grass.ai,Butterfly5.ai,Deer1.ai,Skunk2.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3L1,LFS - OI,11,S11LFS4.3,"L - This is a potato bug. (Point to prompt.) Which helps a potato bug survive: sharp teeth, rolling up in a ball, or long legs?",Which helps a potato bug survive?,sharp teeth,rolling up,long legs,b,Bug.ai,Teeth.ai,Marble12.ai,Giraffe_Legs.ai,Animals/Misc.,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G11_S11LFS4.3L1_intro.mp3,Science_G11_S11LFS4.3L1_stem.mp3,Science_G11_S11LFS4.3L1_a.mp3,Science_G11_S11LFS4.3L1_b.mp3,Science_G11_S11LFS4.3L1_c.mp3,FT,OI,OI,OI,NA,0.57,0.57,0.57,0.57
S11LFS4.3L11,NA,11,S11LFS4.3,"L - Here are three animals. (Point to answer choices.) Which has wings to fly: mouse, bird, or snail?",Which has wings to fly?,mouse,bird,snail,b,NA,Mouse7.ai,Bird1.ai,Snail1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3L16,NA,11,S11LFS4.3,"L -  Here Is a wolf. (Point to wolf.) Which trait helps the wolf reproduce and survive: sharp teeth, shell, or scales.",Which trait helps the wolf reproduce and survive?,sharp teeth,shell,scales,a,Wolf.ai,Teeth.ai,Turtle_Shell.ai,Scales.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3L17,NA,11,S11LFS4.3,"L - Here is a bear in the winter. (Point to the prompt.)  Which shows the bear's thick fur: A, B, or C?",Which shows the bear's thick fur?,A,B,C,b,Bear_Snow.ai,Bird_Beak2.ai,Fur3.ai,Footprint3.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3L6,NA,11,S11LFS4.3,"L - Here is an eagle. (Point to eagle.) Which trait helps the eagle catch fish: talons, hooves, or feet?",Which trait helps the eagle catch fish?,talons,hooves,feet,a,Bird_Over_Water1.ai,Bird_Feet2.ai,Horse_Feet.ai,Feet2.ai,Animals/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3L7,LFS - OI,11,S11LFS4.3,"L -  Here is a gorilla. (Point to gorilla.) Which trait helps the gorilla pick and eat plants: beak, hands, or trunk?",Which trait helps the gorilla pick and eat plants?,beak,hands,trunk,b,Gorilla.ai,Bird_Beak3.ai,Monkey_Hand1.ai,Elephant_Trunk3.ai,Animals,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G11_S11LFS4.3L7_intro.mp3,Science_G11_S11LFS4.3L7_stem.mp3,Science_G11_S11LFS4.3L7_a.mp3,Science_G11_S11LFS4.3L7_b.mp3,Science_G11_S11LFS4.3L7_c.mp3,FT,OI,OI,OI,NA,-0.48,-0.48,-0.48,-0.48
S11LFS4.3M12,NA,11,S11LFS4.3,"M - This is a cheetah. (Point to prompt.) Which trait helps a cheetah chase and catch prey: speed, spots, or tail?",Which trait helps a cheetah chase and catch prey?,speed,spots,tail,a,Cheetah_Rabbit.ai,NA,NA,NA,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3M13,NA,11,S11LFS4.3,"M - Here is a bird. (Point to answer choices.) Which trait allows the bird to fly away when threatened: feet, beak, or wings?",Which trait allows the bird to fly away when threatened?,feet,beak,wings,c,Bird3.ai,Bird_Feet3.ai,Bird_Face.ai,Bird_Wings4.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3M18,NA,11,S11LFS4.3,"M - Here are three different rabbits. (Point to the rabbits.) Which trait helps rabbits hear predators when they come near: feet, tail, or ears?",Which trait helps rabbits hear predators when they come near?,feet,tail,ears,c,Rabbit9.ai,Rabbit_Foot.ai,Rabbit_Tail.ai,Rabbit_Ears.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3M19,NA,11,S11LFS4.3,"M - Here are three different predators. (Point to the raptors.) Which trait allows these predators to grab prey: talons, wings, or feathers?",Which trait allows these predators to grab prey?,talons,wings,feathers,a,Bird19.ai,Bird_Feet2.ai,Bird_Wings3.ai,Bird_Feather6.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3M2,NA,11,S11LFS4.3,"M - This is a lizard. (Point to prompt.) Which trait do some lizards use to escape predators: lose a tail, disappear, or fly away?",Which trait do some lizards use to escape predators?,lose tail,disappear,fly away,a,Lizard2.ai,Bird_Lizard.ai,Bird_Over_Water2.ai,Lizard_With_Wings.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3M3,NA,11,S11LFS4.3,"M - This is a lion. (Point to lion in prompt.) Which trait helps lions catch prey: long neck, sharp claws, or tentacles?",What trait helps lions catch prey?,long neck,sharp claws,tentacles,b,Lion1.ai,Giraffe_Neck2.ai,Paw2.ai,Octopus.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.3M8,NA,11,S11LFS4.3,"M - Here is a camel. (Point to camel.) Which trait helps the camel store food and water: hump, legs, or hands?",Which trait helps the camel store food and water?,humps,legs,hands,a,Camel2.ai,Camel_Humps.ai,Camel_Legs.ai,Monkey_Hand1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,OI,NA,NA,-0.34,NA,0.55,NA
S11LFS4.3M9,NA,11,S11LFS4.3,"M - Here is an owl. (Point to owl.) Which trait helps the owl see in the dark: wings, talons, or eyes?",Which trait helps the owl see in the dark?,wings,talons,eyes,c,Owl3.ai,Owl_Wings.ai,Owl_Feet.ai,Owl_Head.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.45,NA,NA,NA
S11LFS4.4H10,NA,11,S11LFS4.4,"H - This is a fish. (Point to prompt.) Which adaptation allows the fish to breathe under water: fins, eyes, or gills?",Which adaptation allows the fish to breathe under water?,fins,eyes,gills,c,Fish1.ai,Fish_Fin2.ai,Fish_Face.ai,Fish_Gill2.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4H15,LFS - OI,11,S11LFS4.4,"H - This is a camel. (Point to prompt.) Which adaptation do camels use to store food and water in the desert: feet, fur, or humps?",Which adaptation do camels use to store food and water in the desert?,feet,fur,humps,c,Camel2.ai,Camel_Pointing_Feet.ai,Camel_Pointing_Chest.ai,Camel_Pointing_Humps.ai,Animals,prompt + graphic,graphic + word,graphic + word,graphic + word,Science_G11_S11LFS4.4H15_intro.mp3,Science_G11_S11LFS4.4H15_stem.mp3,Science_G11_S11LFS4.4H15_a.mp3,Science_G11_S11LFS4.4H15_b.mp3,Science_G11_S11LFS4.4H15_c.mp3,FT,OI,OI,OI,NA,0.68,0.68,0.68,0.68
S11LFS4.4H19,NA,11,S11LFS4.4,"H - Here is a chameleon. (Point to the prompt.) Which adaptation does the chameleon use to hide from predators: changing skin color, tongue or tail?",Which adaptation does the chameleon use to hide from predators?,skin color,tongue,tail,a,Chameleon3.ai,Chameleon1.ai,Chameleon2.ai,Chameleon_Tail.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4H20,NA,11,S11LFS4.4,"H - Here is a plant that lives in streams. (Point to the plant in the water.) Which adaptation allows the plant to live in fast-moving water: flexible stems, short leaves, or tail fins?",Which adaptation allows the plant to live in fast-moving water?,flexible stems,short leaves,long gills,a,Plant_Under_Water.ai,Stem2.ai,Leaf6.ai,Fish_Gill1.ai,Plants_Outdoors/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4H5,NA,11,S11LFS4.4,"H - This is a beaver. (Point to prompt.) Which adaptation does a beaver use to cut down trees: paws, tail, or teeth?",Which adaptation does a beaver use to cut down trees?,paws,tail,teeth,c,Beaver2.ai,Beaver_Feet.ai,Beaver_Tail.ai,Beaver_Face.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4H9,NA,11,S11LFS4.4,"H - This is a bear. (Point to prompt.) How has the bear adapted to survive cold winters: running, hibernation, or climbing?",How has the bear adapted to survive cold winters?,running,hibernation,climbing,b,Bear10.ai,Bear8.ai,Bear9.ai,Bear_Climbing_Tree.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4L1,NA,11,S11LFS4.4,"L - This is a palm tree. (Point to prompt.) Which is part of the palm tree: trunk, hand, or rocks?",Which is part of the palm tree?,trunk,hand,rocks,a,Palm_Tree4.ai,Palm_Tree_Trunk.ai,Hand3.ai,Rock1.ai,Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4L11,NA,11,S11LFS4.4,"L - Here is a parrot. (Point to parrot in prompt.) Which is part of the parrot: hand, beak, or branch?",Which is part of the parrot?,hand,beak,branch,b,Bird21.ai,Hand3.ai,Bird20.ai,Branch3.ai,Animals/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4L12,NA,11,S11LFS4.4,"L - Here is a tree. (Point to tree in prompt.) Which is part of the tree: hand, wing, or leaf?",Which is part of the tree?,hand,wing,leaf,c,Tree1.ai,Hand3.ai,Bird_Wings3.ai,Leaf5.ai,Plants_Outdoors/People/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4L16,NA,11,S11LFS4.4,"L -  Here is a girl. (Point to the girl.) Which is part of the girl: tail, hand or trunk?",Which is a part of the girl?,tail,hand,trunk,b,Girl_Smiling3.ai,Lion_Legs.ai,Hand3.ai,Elephant_Trunk2.ai,People/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4L2,NA,11,S11LFS4.4,"L - This is a fish. (Point to prompt.) Which is part of the fish: foot, leaf, or tailfin?",Which is part of the fish?,foot,leaf,tailfin,c,Fish19.ai,Leg1.ai,Leaf5.ai,Fish_Fin3.ai,Animals/People/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4L6,NA,11,S11LFS4.4,"L - Here is a walrus. (Point to walrus.) Which is part of the walrus: foot, fin, or tusks?",Which is part of the walrus?,foot,fin,tusks,c,Walrus1.ai,Leg1.ai,Fish_Tail2.ai,Walrus_Face.ai,Animals/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4LSAMPLE,NA,11,S11LFS4.4,"L - Here is a monkey. (Point to monkey.) Which is part of the monkey: hand, wing, or leaf?",Which is part of the monkey?,hand,wing,leaf,a,Monkey4.ai,Monkey_Hand2.ai,Bird_Wings3.ai,Leaf5.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S11LFS4.4M13,NA,11,S11LFS4.4,"M - An eagle uses talons to catch fish. (point to eagle in prompt.) Which shows an eagle's talons: A, B, or C?",Which shows an eagle's talons?,A,B,C,b,Bird_Fish.ai,Bird_Face2.ai,Bird_Feet4.ai,Bird_Feather3.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
